Id,Label
hf,hf
好得多,好得多
混乱,混乱
地蒙中,地蒙中
做法,做法
思维过程,思维过程
scalable,scalable
理论,理论
frontier,frontier
而来,而来
广义,广义
track,track
起点,起点
confirmed,confirmed
mark,mark
关键问题,关键问题
capex,capex
制程,制程
降低成本,降低成本
看作,看作
面积,面积
容纳,容纳
gate,gate
减半,减半
fabless,fabless
intel,intel
qualcomm,qualcomm
出新,出新
换机,换机
oem,oem
换代,换代
得卖,得卖
带宽,带宽
前比,前比
引文,引文
前赴后继,前赴后继
叠加,叠加
幻象,幻象
停滞,停滞
from,from
群友,群友
可真有,可真有
猫和老鼠,猫和老鼠
生产队,生产队
软硬兼施,软硬兼施
才艺,才艺
跳段,跳段
街舞,街舞
累死,累死
求翻,求翻
第一件,第一件
一份,一份
吵架,吵架
难安,难安
含金量,含金量
不声不响,不声不响
戏称,戏称
逆转,逆转
空心,空心
民用航空,民用航空
医药业,医药业
亿万富翁,亿万富翁
只在乎,只在乎
大富,大富
捞钱,捞钱
短缺,短缺
迟缓,迟缓
富豪,富豪
短视,短视
炒钱,炒钱
锐气,锐气
路标,路标
中破茧,中破茧
奇点,奇点
commit,commit
主修,主修
获利,获利
多款,多款
赞誉,赞誉
lightingbolt,lightingbolt
太妙,太妙
评人,评人
引起轰动,引起轰动
极小,极小
出能,出能
一较高下,一较高下
企业界,企业界
跟着,跟着
下行,下行
发言人,发言人
工作室,工作室
宋世锋,宋世锋
笑喷,笑喷
locketang,locketang
涨多,涨多
甚嚣尘上,甚嚣尘上
涟漪,涟漪
圈为,圈为
一时间,一时间
铺天盖地,铺天盖地
爆棚,爆棚
辍学,辍学
涉嫌,涉嫌
一二百,一二百
常人,常人
微乎其微,微乎其微
美方,美方
丧失理智,丧失理智
宁可信其有,宁可信其有
挥动,挥动
大棒,大棒
在我看来,在我看来
成效,成效
木已成舟,木已成舟
如虎添翼,如虎添翼
揣测,揣测
思辨,思辨
女神,女神
cc,cc
鉴定,鉴定
完毕,完毕
生活必需品,生活必需品
惰性,惰性
参考答案,参考答案
弄成,弄成
降临,降临
请以,请以
logo,logo
深海,深海
浅水区,浅水区
没摸,没摸
千亿,千亿
hugging,hugging
face,face
可控,可控
嘴边,嘴边
得靠,得靠
连台,连台
积电,积电
甩开,甩开
几条,几条
温床,温床
上自,上自
催生,催生
区块,区块
产业园,产业园
热闹,热闹
剩一地,剩一地
鸡毛,鸡毛
pytorch,pytorch
对了,对了
贵司,贵司
少搞,少搞
图标,图标
zhanghuayi,zhanghuayi
恰到好处,恰到好处
上极,上极
迫不及待,迫不及待
惊呼,惊呼
wintel,wintel
崇拜,崇拜
宣发,宣发
宝宝,宝宝
打招呼,打招呼
请吃,请吃
像素,像素
蛋糕,蛋糕
小川,小川
答复,答复
健康,健康
严谨,严谨
关键词,关键词
短篇小说,短篇小说
算有,算有
水准,水准
不太会,不太会
调教,调教
日电,日电
共振,共振
太会,太会
佳音,佳音
林欣浩,林欣浩
冷静,冷静
要命,要命
呼和浩特,呼和浩特
冬天,冬天
暖气片,暖气片
墙上,墙上
年轮,年轮
数着,数着
两圈,两圈
铁锈,铁锈
染红,染红
窗外,窗外
杨树,杨树
枝桠,枝桠
一封封,一封封
寄出,寄出
飘散,飘散
翻开,翻开
北岛,北岛
诗集,诗集
字迹,字迹
暖气,暖气
融化,融化
凝结,凝结
成冰,成冰
余秀华,余秀华
呼出,呼出
白雾,白雾
春天,春天
裂缝,裂缝
典故,典故
上个星期,上个星期
问问,问问
补胎,补胎
安利,安利
一派胡言,一派胡言
同人,同人
瑕疵,瑕疵
润色,润色
幽默,幽默
往后,往后
作同,作同
鱼目混珠,鱼目混珠
产出,产出
数倍,数倍
闻名,闻名
排名榜,排名榜
名列前茅,名列前茅
知名企业,知名企业
拓尔思,拓尔思
海思,海思
计算成本,计算成本
里程碑,里程碑
参与度,参与度
生气,生气
因其,因其
高度评价,高度评价
不小,不小
商业价值,商业价值
整点,整点
活儿,活儿
遵守,遵守
博智,博智
须知,须知
二维码,二维码
相册,相册
搜索词,搜索词
无关,无关
时效,时效
通顺,通顺
提交,提交
填补,填补
环节,环节
easy,easy
甲辰,甲辰
腊月,腊月
廿八,廿八
蒸屉,蒸屉
腾起,腾起
麦香,麦香
二十八,二十八
面发,面发
老令,老令
窗棂,窗棂
新桃,新桃
未贴,未贴
已染,已染
梦粱,梦粱
临安,临安
遇雪,遇雪
烟火,烟火
盈市,盈市
此刻,此刻
街巷,街巷
年味,年味
万家灯火,万家灯火
总有长,总有长
一盏,一盏
明日,明日
值班,值班
人间烟火,人间烟火
安泰,安泰
从周,从周
人岁,人岁
今朝,今朝
寒夜,寒夜
守城,守城
八千,八千
年俗,年俗
守望,守望
并蒂,并蒂
归来,归来
尘雪,尘雪
问道,问道
最火,最火
平平安安,平平安安
坏人,坏人
闹心,闹心
程序,程序
一抹,一抹
微光,微光
美貌,美貌
并存,并存
不失,不失
刚毅,刚毅
小姐姐,小姐姐
逼问,逼问
物种,物种
晚霞,晚霞
生物,生物
张力,张力
迷雾,迷雾
罗盘,罗盘
谢谢,谢谢
很久没,很久没
真挚,真挚
电磁,电磁
弹射,弹射
强悍,强悍
离火,离火
九运,九运
第一年,第一年
一个多月,一个多月
好戏,好戏
卡成,卡成
开放式,开放式
若干,若干
源代码,源代码
黄姓,黄姓
mumu,mumu
游泳,游泳
冒烟,冒烟
李云迪,李云迪
yundi,yundi
西洋,西洋
古典,古典
要紧,要紧
新思路,新思路
月前,月前
超常发挥,超常发挥
科长,科长
新任,新任
秘书,秘书
导师,导师
喝彩,喝彩
了到,了到
熔断,熔断
就业,就业
超爱,超爱
高频词,高频词
光谱,光谱
星轨,星轨
坍缩,坍缩
脉冲,脉冲
词汇,词汇
月亮,月亮
乡愁,乡愁
真好,真好
热血沸腾,热血沸腾
强心剂,强心剂
大拿门,大拿门
感恩,感恩
万恶,万恶
全崩,全崩
发绿,发绿
郁亮,郁亮
请辞,请辞
亏损,亏损
上年,上年
同期,同期
用心良苦,用心良苦
后才,后才
板砖,板砖
样儿,样儿
杭之,杭之
好自为之,好自为之
起家,起家
再造,再造
再割,再割
波及,波及
以下几点,以下几点
企业破产,企业破产
释放,释放
二手,二手
存亡,存亡
恶言,恶言
受挫,受挫
运营商,运营商
租用,租用
商业模式,商业模式
受到冲击,受到冲击
减缓,减缓
采购,采购
积压,积压
堪忧,堪忧
下滑,下滑
看一看,看一看
康奈尔,康奈尔
作者,作者
铭记,铭记
专业知识,专业知识
哇塞,哇塞
抱怨,抱怨
停车,停车
物业费,物业费
摩天楼,摩天楼
建造,建造
水泵,水泵
电梯,电梯
写字楼,写字楼
错过,错过
转型,转型
物业,物业
太贵,太贵
外省,外省
广东籍,广东籍
刚满,刚满
岁半,岁半
资方,资方
首屈一指,首屈一指
发展史,发展史
悄悄,悄悄
改写,改写
后来居上,后来居上
猛跌,猛跌
生意,生意
不轻,不轻
排在,排在
猛增,猛增
在短期内,在短期内
国别,国别
涌进来,涌进来
合力,合力
看得出,看得出
比对,比对
训练营,训练营
巅峰,巅峰
画面,画面
挥拍,挥拍
娱圈,娱圈
耍赖,耍赖
乒坛,乒坛
猛将,猛将
拍如,拍如
风势,风势
年少,年少
志高逐梦远,志高逐梦远
英姿,英姿
映日红,映日红
娴熟,娴熟
沉着,沉着
心自明,心自明
难测,难测
无惧,无惧
决胜,决胜
威名,威名
国球,国球
肩上,肩上
砥砺,砥砺
畏难,畏难
光明,光明
锦绣,锦绣
黄金时代,黄金时代
智造,智造
困境,困境
体育,体育
经验谈,经验谈
误区,误区
improvement,improvement
prm,prm
失效,失效
边际效应,边际效应
递减,递减
纯纯,纯纯
延迟,延迟
not,not
worth,worth
窘境,窘境
前两天,前两天
热火,热火
其他软件,其他软件
紧张,紧张
老潘,老潘
培训,培训
上队,上队
刘宇宁,刘宇宁
生变,生变
雷递,雷递
日前,日前
两区,两区
总榜,总榜
取名,取名
实不相瞒,实不相瞒
moss,moss
取好,取好
苔藓,苔藓
养成,养成
震撼性,震撼性
联合早报,联合早报
早上,早上
中均,中均
各界,各界
第六位,第六位
microsoft,microsoft
copilot,copilot
temu,temu
未能,未能
站上,站上
首位,首位
定点,定点
定向,定向
救灾,救灾
加州,加州
火灾,火灾
胜过,胜过
无可置疑,无可置疑
辩驳,辩驳
胜出,胜出
星期,星期
任期,任期
征兆,征兆
多只,多只
强烈反响,强烈反响
南威,南威
飞利信,飞利信
思特奇,思特奇
高开超,高开超
港股,港股
高开,高开
走弱,走弱
下探,下探
兆头,兆头
买入,买入
观望,观望
调侃,调侃
每一款,每一款
角度看,角度看
满满地,满满地
胡说八道,胡说八道
真神,真神
过完,过完
n年,n年
第三方,第三方
自营,自营
投票,投票
一百多,一百多
路演,路演
五家,五家
上万种,上万种
初级,初级
构筑,构筑
钥匙,钥匙
玩命,玩命
超额,超额
优点,优点
干成,干成
难听,难听
参与者,参与者
从小红,从小红
积重难返,积重难返
出席,出席
卢慧明,卢慧明
杨文瑾,杨文瑾
南都湾,南都湾
财社,财社
偶遇,偶遇
充满热情,充满热情
在校,在校
金融危机,金融危机
日后,日后
职业生涯,职业生涯
广阔,广阔
徐进,徐进
雅克,雅克
了以,了以
萤火,萤火
一号,一号
搭载,搭载
二号,二号
大关,大关
跻身,跻身
四大,四大
天王,天王
创办,创办
混合,混合
同年,同年
问世,问世
性能优越,性能优越
极高,极高
feverattack,feverattack
贴上,贴上
国力,国力
友谊,友谊
小船,小船
彼岸,彼岸
坐看,坐看
间谍,间谍
直述,直述
抽象,抽象
优先选择,优先选择
名词,名词
抽象概念,抽象概念
段落,段落
简明,简明
需附,需附
禁用,禁用
文学化,文学化
修辞,修辞
前置,前置
分点,分点
口语化,口语化
批判性,批判性
务必,务必
反面,反面
下架,下架
reelshort,reelshort
无边,无边
桃炎,桃炎
南嫱,南嫱
顾惜,顾惜
患者,患者
寒窑,寒窑
穷人,穷人
真牛,真牛
周流,周流
寒暑易节,寒暑易节
潜渊,潜渊
鸿鹄,鸿鹄
折翼则鸡鹜,折翼则鸡鹜
同列,同列
时运,时运
不测,不测
朝露,朝露
命途多舛,命途多舛
孤舟逢,孤舟逢
范丹,范丹
生尘,生尘
宪衣,宪衣
不蔽肘,不蔽肘
子云草玄,子云草玄
门堪罗雀,门堪罗雀
贾生,贾生
献策,献策
长沙,长沙
百里,百里
姜子牙,姜子牙
渭水,渭水
垂纶,垂纶
宁戚,宁戚
齐桓,齐桓
韩信,韩信
乞食,乞食
竟封,竟封
淮阴,淮阴
章台柳,章台柳
困于,困于
风尘,风尘
章服,章服
加身,加身
未央,未央
瓦弃,瓦弃
粪土,粪土
石崇,石崇
金谷,金谷
丘墟,丘墟
邓通,邓通
铜山,铜山
化蒿莱,化蒿莱
三寸,三寸
吕蒙正,吕蒙正
铁砚,铁砚
柴门,柴门
五更,五更
难移,难移
王冕,王冕
丹青,丹青
布衾,布衾
可守,可守
清白,清白
之躯,之躯
箪食虽陋,箪食虽陋
能养,能养
浩然之气,浩然之气
颜回,颜回
不改其乐,不改其乐
范仲淹,范仲淹
犹诵,犹诵
圣贤,圣贤
季子,季子
张平子,张平子
地动仪,地动仪
星汉,星汉
天欲,天欲
降大任,降大任
必先,必先
本心,本心
终可,终可
樊笼,樊笼
劝君,劝君
陋室,陋室
芝兰,芝兰
生香,生香
茅檐,茅檐
清光,清光
冯唐易老,冯唐易老
非关,非关
李广难封,李广难封
仁义,仁义
如种,如种
莫怨,莫怨
风雨,风雨
花红,花红
蓬草,蓬草
九重,九重
百分点,百分点
千元,千元
承诺,承诺
查找,查找
看着,看着
拖延,拖延
一心多用,一心多用
推动力,推动力
迸发出,迸发出
双倍,双倍
太强大,太强大
影像,影像
张咪,张咪
因癌,因癌
切除,切除
舌头,舌头
生命,生命
犹豫,犹豫
妥协,妥协
作茧自缚,作茧自缚
净化,净化
制约,制约
危及,危及
网民,网民
博大,博大
完美无瑕,完美无瑕
大东,大东
当局,当局
指导,指导
西班牙,西班牙
liberux,liberux
linux,linux
nexx,nexx
瑞芯微,瑞芯微
rks,rks
机型,机型
配备,配备
soc,soc
debian,debian
trixie,trixie
发行版,发行版
liberuxos,liberuxos
子系统,子系统
机身,机身
顶部,顶部
开关,开关
按钮,按钮
关闭,关闭
麦克风,麦克风
相机,相机
wi,wi
fi,fi
蓝牙,蓝牙
蜂窝,蜂窝
gnss,gnss
导航,导航
保障,保障
预估,预估
生搬硬套,生搬硬套
文学艺术,文学艺术
素养,素养
阐述,阐述
充盈,充盈
哲理,哲理
浪漫,浪漫
各路,各路
小钱,小钱
脱口秀,脱口秀
京报,京报
问答,问答
步步,步步
刘鸿博,刘鸿博
全文,全文
能看懂,能看懂
摘录,摘录
很卷,很卷
很漂亮,很漂亮
触及,触及
从上到下,从上到下
较少,较少
抵御,抵御
推演,推演
经济学,经济学
英美,英美
研究进展,研究进展
激起,激起
推文,推文
压轴,压轴
脑筋,脑筋
急转弯,急转弯
秒杀,秒杀
康柏超,康柏超
康柏,康柏
kb,kb
康泰,康泰
全福,全福
写文,写文
开了个,开了个
脑洞,脑洞
拙劣,拙劣
配不上,配不上
乐子,乐子
梦幻,梦幻
高超,高超
球技,球技
淋漓尽致,淋漓尽致
一往无前,一往无前
未知,未知
抵达,抵达
妮说,妮说
麦英,麦英
瑞平,瑞平
我校,我校
发指,发指
难吃,难吃
富士,富士
阳线,阳线
上证指数,上证指数
砸成,砸成
绿盘,绿盘
红盘,红盘
最为,最为
沪市,沪市
糟糕,糟糕
离家,离家
km,km
年夜饭,年夜饭
速冻,速冻
便利店,便利店
食物,食物
ta,ta
此基础,此基础
众人拾柴火焰高,众人拾柴火焰高
op,op
排除,排除
质变,质变
至关重要,至关重要
花钱买,花钱买
见证,见证
co,co
ze,ze
商品化,商品化
tob,tob
toc,toc
je,je
ns,ns
蒸汽机,蒸汽机
总量,总量
大哥大,大哥大
年代,年代
诺基亚,诺基亚
消费量,消费量
巧妇,巧妇
难成,难成
无米之炊,无米之炊
做饭,做饭
吃饭,吃饭
渴求,渴求
报酬,报酬
国企,国企
可塑性,可塑性
新潮,新潮
融入,融入
忠诚度,忠诚度
婚姻,婚姻
离婚,离婚
第三次,第三次
无所谓,无所谓
换岗,换岗
幻灭,幻灭
妖僧,妖僧
法眼,法眼
庞观,庞观
岁时,岁时
high,high
flyer,flyer
赚大钱,赚大钱
now,now
副业,副业
推介,推介
数十名,数十名
grok,grok
新颖,新颖
明显提高,明显提高
谈论,谈论
答问,答问
okr,okr
命名,命名
ox,ox
买卡,买卡
天下无敌,天下无敌
工坊,工坊
王晖,王晖
广告,广告
拜拜,拜拜
后悔,后悔
计算机,计算机
见证者,见证者
反应速度,反应速度
智普,智普
拿来,拿来
洗牌,洗牌
迟迟,迟迟
生财,生财
争论,争论
孰优孰劣,孰优孰劣
螺旋,螺旋
不灵,不灵
底特律,底特律
变人,变人
代入,代入
沉浸,沉浸
感太强,感太强
发展势头,发展势头
这辈子,这辈子
仿生,仿生
顺滑,顺滑
貢獻,貢獻
好些,好些
感覺,感覺
一分,一分
半路,半路
香槟,香槟
踏踏实实,踏踏实实
主任,主任
投行,投行
万行,万行
一倍,一倍
今年年初,今年年初
不可避免,不可避免
rc,rc
行数,行数
heise,heise
online,online
注释,注释
空白行,空白行
pc,pc
编译器,编译器
体系结构,体系结构
质问,质问
裁判,裁判
孙根,孙根
棋手,棋手
lg,lg
决赛,决赛
策划案,策划案
特么,特么
gptingoption,gptingoption
的的,的的
bit,bit
不降,不降
文写,文写
骤停,骤停
脖颈,脖颈
绯色,绯色
指尖,指尖
捂住,捂住
姐姐,姐姐
偷偷,偷偷
我种,我种
病毒,病毒
电流,电流
紊乱,紊乱
明明,明明
痛觉,痛觉
喉结,喉结
滚动,滚动
抓住,抓住
透明,透明
屏障,屏障
瞳孔,瞳孔
流转,流转
失控,失控
吻痕,吻痕
坐标,坐标
牵引,牵引
划过,划过
频率,频率
永久,永久
喘息,喘息
光点,光点
梦见,梦见
法则,法则
弹窗,弹窗
过载,过载
授权,授权
倒计时,倒计时
闪烁,闪烁
刚在,刚在
看拾,看拾
李广,李广
闭门,闭门
讨论会,讨论会
小脑,小脑
司机,司机
丝滑度,丝滑度
道理,道理
聪明人,聪明人
路况,路况
远未,远未
里题,里题
深思,深思
走捷径,走捷径
愿景,愿景
到位,到位
浆糊,浆糊
啰嗦,啰嗦
短线,短线
长长,长长
胜率,胜率
没去,没去
押韵,押韵
预售票,预售票
贴合,贴合
双人,双人
左邓,左邓
统治,统治
消除,消除
苦痛,苦痛
荷光,荷光
apple,apple
id,id
储存,储存
贵州,贵州
没看,没看
波同框,波同框
享受,享受
每一,每一
扣杀,扣杀
救球,救球
超强,超强
坚定信念,坚定信念
着同,着同
人女,人女
爱意,爱意
尸块,尸块
夸特,夸特
随手,随手
余年,余年
范闲,范闲
令人信服,令人信服
瑞思拜,瑞思拜
好处,好处
重复劳动,重复劳动
劳动,劳动
大钱,大钱
了拼,了拼
演技,演技
不愧,不愧
首页,首页
好几个,好几个
文学,文学
仿作,仿作
诡秘,诡秘
符箓,符箓
修仙,修仙
续作,续作
宿命,宿命
jpg,jpg
粉丝,粉丝
鸡飞狗跳,鸡飞狗跳
小芙,小芙
妈妈,妈妈
裂开,裂开
单体,单体
balabala,balabala
咱俩,咱俩
摊尖尖,摊尖尖
两碗,两碗
稀饭,稀饭
美算力,美算力
降本,降本
资费,资费
造就,造就
周到,周到
令人震惊,令人震惊
好帮手,好帮手
附件,附件
会员,会员
交钱,交钱
女儿,女儿
结婚,结婚
用太,用太
矿工,矿工
爆点,爆点
cu,cu
cuy,cuy
铁铁,铁铁
nz,nz
拉基,拉基
下错,下错
在用,在用
self,self
contained,contained
agent,agent
汪滔,汪滔
真不错,真不错
误导性,误导性
这周,这周
前前后后,前前后后
零头,零头
原话,原话
消融,消融
社群,社群
算力本,算力本
需算力,需算力
每隔,每隔
浓缩,浓缩
实验室,实验室
高效率,高效率
榨干算力,榨干算力
攫取,攫取
缺卡,缺卡
北美,北美
尴尬,尴尬
降本增效,降本增效
消化吸收,消化吸收
多得多,多得多
撞墙,撞墙
loser,loser
支配,支配
被迫,被迫
倒闭,倒闭
参与方,参与方
消减,消减
嘉宾,嘉宾
之处,之处
各种类型,各种类型
禁运,禁运
体会,体会
分量,分量
这帮,这帮
没人用,没人用
星球,星球
回头,回头
远大于,远大于
csp,csp
抢到,抢到
credit,credit
aws,aws
租赁,租赁
大头,大头
all,all
打水漂,打水漂
冒险,冒险
中间商,中间商
铲子,铲子
搬运工,搬运工
or,or
挪到,挪到
the,the
bitter,bitter
lesson,lesson
长远,长远
告诫,告诫
虚荣心,虚荣心
阻碍,阻碍
伴随,伴随
苦涩,苦涩
下咽,下咽
固有,固有
一记,一记
响亮,响亮
necessity,necessity
mother,mother
invention,invention
温度,温度
微不足道,微不足道
二年级,二年级
小朋友,小朋友
人值,人值
两家,两家
九章,九章
hgpu,hgpu
一小部分,一小部分
许可,许可
受限制,受限制
高下,高下
立判,立判
非盈利,非盈利
股份公司,股份公司
沈逸,沈逸
塔塔,塔塔
艾伦,艾伦
一骑当千,一骑当千
三笠,三笠
紧跟,紧跟
橡胶,橡胶
跟上,跟上
地鸣,地鸣
天龙,天龙
沧海,沧海
一梦,一梦
风云变幻,风云变幻
豪情万丈,豪情万丈
侠骨,侠骨
柔情,柔情
恩怨,恩怨
情仇,情仇
刀光剑影,刀光剑影
相交,相交
英雄豪杰,英雄豪杰
创新型,创新型
专访,专访
一条龙,一条龙
一辆车,一辆车
后视镜,后视镜
暗喻,暗喻
可想而知,可想而知
外国人,外国人
最深,最深
自动挡,自动挡
不好过,不好过
出自,出自
活得,活得
比得过,比得过
稀缺,稀缺
lab,lab
这类,这类
现成,现成
候选人,候选人
尽可能少,尽可能少
自由发挥,自由发挥
极坐标,极坐标
半圆形,半圆形
均质,均质
薄片,薄片
半径,半径
圆心,圆心
原点,原点
直径,直径
直线,直线
直角坐标,直角坐标
求该,求该
质心,质心
前后文,前后文
精神分析,精神分析
略显,略显
牵强,牵强
陈丽君,陈丽君
个人感觉,个人感觉
种子,种子
代工,代工
几百,几百
有戏,有戏
愿为,愿为
一言,一言
作协,作协
打滚,打滚
过有,过有
实战经验,实战经验
诗人,诗人
场地,场地
自行车,自行车
命题,命题
交给,交给
略逊一筹,略逊一筹
薄弱,薄弱
夏语冰,夏语冰
考公,考公
老曲,老曲
lq,lq
没人考,没人考
片里,片里
场面,场面
盛宴,盛宴
透明性,透明性
经济负担,经济负担
适应性,适应性
具体表现,具体表现
准确率,准确率
高精度,高精度
预见,预见
科学研究,科学研究
可靠,可靠
进程,进程
编程语言,编程语言
教育领域,教育领域
互动学习,互动学习
个性化,个性化
课程内容,课程内容
教学效果,教学效果
操心,操心
第一天,第一天
复合,复合
审美,审美
没准,没准
内娱,内娱
帅哥美女,帅哥美女
导演,导演
优质,优质
老中青,老中青
三代,三代
演员,演员
来来来,来来来
摇人,摇人
行程,行程
要点,要点
黑稿,黑稿
太慢,太慢
巨幅,巨幅
跳空,跳空
缺口,缺口
动能,动能
最低价,最低价
回升,回升
杀伤力,杀伤力
往下走,往下走
外围,外围
扰乱,扰乱
世界秩序,世界秩序
路透,路透
路透社,路透社
reuters,reuters
在生活中,在生活中
毫无意义,毫无意义
农村,农村
励志,励志
呼呼,呼呼
试一试,试一试
顺手,顺手
地步,地步
各州,各州
特上,特上
效率高,效率高
毁掉,毁掉
名称,名称
急需,急需
广东话,广东话
中老年,中老年
妇女,妇女
之友,之友
国际版,国际版
面向世界,面向世界
数十亿美元,数十亿美元
五百,五百
算力弱,算力弱
主打,主打
切入,切入
备战,备战
题量,题量
拼命,拼命
提炼,提炼
优先,优先
富贵,富贵
文字处理,文字处理
gptturble,gptturble
适应力,适应力
不论如何,不论如何
coze,coze
肚子,肚子
个脑,个脑
第二遍,第二遍
第一遍,第一遍
脑海,脑海
论为,论为
导向,导向
应试教育,应试教育
佩服,佩服
刚刚开始,刚刚开始
螺旋式,螺旋式
剔除,剔除
等闭源,等闭源
进击,进击
放榜,放榜
溢美,溢美
阴谋论,阴谋论
层出不穷,层出不穷
颤动,颤动
发声,发声
有误,有误
宛如,宛如
沉重,沉重
石子,石子
打入,打入
湖水,湖水
警觉,警觉
美股大,美股大
short,short
bear,bear
敲响警钟,敲响警钟
金额,金额
预想,预想
博客,博客
红杉,红杉
支付,支付
淘汰,淘汰
大额,大额
无利可图,无利可图
vital,vital
knowledge,knowledge
世界报,世界报
不约而同,不约而同
zerohedge,zerohedge
撰文,撰文
ces,ces
花式,花式
副产品,副产品
区区,区区
未经,未经
囤有,囤有
工资,工资
协议,协议
有待,有待
公论,公论
分晓,分晓
花钱,花钱
真成了,真成了
成份,成份
居多,居多
硬体,硬体
产商,产商
效能,效能
一家之言,一家之言
伤害,伤害
演讲稿,演讲稿
挺好玩,挺好玩
问一问,问一问
唠叨,唠叨
树洞,树洞
bigfalconrocket,bigfalconrocket
梁斌,梁斌
penny,penny
即时,即时
新闻资讯,新闻资讯
首推,首推
教学,教学
古文,古文
眼里,眼里
潮流,潮流
王勃,王勃
告别,告别
共事,共事
朝夕相处,朝夕相处
风雨同舟,风雨同舟
远行,远行
感慨万千,感慨万千
拙笔,拙笔
聊表寸心,聊表寸心
逆旅,逆旅
百代,百代
聚散,聚散
浮云,浮云
变幻,变幻
离合悲欢,离合悲欢
天定,天定
情谊,情谊
江河,江河
绵长,绵长
山岳,山岳
厚重,厚重
忆往昔,忆往昔
并肩作战,并肩作战
披荆斩棘,披荆斩棘
共克,共克
时艰,时艰
挑灯夜战,挑灯夜战
把酒言欢,把酒言欢
历历在目,历历在目
勤勉,勤勉
不息,不息
深感,深感
荣幸,荣幸
筵席,筵席
非吾,非吾
实乃,实乃
时势使然,时势使然
追寻,追寻
他处,他处
心系,心系
前程似锦,前程似锦
临别,临别
愿以,愿以
滕王阁,滕王阁
之句,之句
共勉,共勉
老当益壮,老当益壮
宁移,宁移
白首之心,白首之心
益坚,益坚
青云,青云
山高水长,山高水长
后会有期,后会有期
重逢,重逢
叙旧,叙旧
此致,此致
敬礼,敬礼
prompt,prompt
一再强调,一再强调
拉闸,拉闸
zibuyu,zibuyu
以少胜多,以少胜多
信服,信服
等用,等用
实例,实例
羞辱,羞辱
不太好,不太好
演进,演进
望尘莫及,望尘莫及
尚可,尚可
望其项背,望其项背
一团,一团
新路,新路
头脑清醒,头脑清醒
何方神圣,何方神圣
一盆,一盆
冷水,冷水
许可证,许可证
现已,现已
李天飞,李天飞
别急,别急
这段话,这段话
出处,出处
古拉,古拉
船长,船长
元年,元年
北漂,北漂
民工,民工
营养,营养
本届,本届
再次发生,再次发生
中因,中因
国际化,国际化
赛事,赛事
五个,五个
三国,三国
子目,子目
韩日,韩日
填回,填回
死子,死子
联盟,联盟
协会,协会
制定,制定
提子,提子
计时,计时
关键环节,关键环节
细化,细化
新规中,新规中
放入,放入
盒盖,盒盖
放置,放置
细则,细则
回合,回合
违规,违规
处罚,处罚
梯度,梯度
判负,判负
比赛,比赛
公平性,公平性
监督机制,监督机制
跨文化,跨文化
执裁,执裁
执法,执法
涉及,涉及
中方,中方
赛前,赛前
说明会,说明会
申诉,申诉
渠道,渠道
判罚,判罚
回放,回放
仲裁,仲裁
委员会,委员会
复核,复核
本次,本次
中国围棋协会,中国围棋协会
专项,专项
失误,失误
辅导,辅导
抵触情绪,抵触情绪
退赛,退赛
暴露出,暴露出
心理学家,心理学家
公示,公示
变动,变动
预留,预留
适应期,适应期
规于,规于
颁布,颁布
未在,未在
开赛,开赛
告知,告知
参赛,参赛
猝不及防,猝不及防
主办方,主办方
修订,修订
参赛者,参赛者
时机,时机
卞相壹,卞相壹
暂停比赛,暂停比赛
延长,延长
损害,损害
违规行为,违规行为
单场,单场
次数,次数
跨国,跨国
研讨会,研讨会
定期,定期
增进,增进
完整性,完整性
消解,消解
技术手段,技术手段
弥合,弥合
主观性,主观性
摄像头,摄像头
文化冲突,文化冲突
集中体现,集中体现
竞技,竞技
包容性,包容性
改革,改革
金句,金句
胜任,胜任
下笔,下笔
乱七八糟,乱七八糟
五条,五条
挚友,挚友
目瞪口呆,目瞪口呆
随口,随口
大爷,大爷
迎头痛击,迎头痛击
喜形于色,喜形于色
李云龙,李云龙
明王朝,明王朝
周星驰,周星驰
鬼畜,鬼畜
专一,专一
女孩,女孩
测试数据,测试数据
langgraph,langgraph
缓存数据,缓存数据
真香,真香
外墙,外墙
开花,开花
危机感,危机感
套餐,套餐
karminski,karminski
牙医,牙医
强力,强力
jiayi,jiayi
pan,pan
tinyzero,tinyzero
灰主翼,灰主翼
牺牲,牺牲
奉献,奉献
报上,报上
原作,原作
屠龙,屠龙
细菌,细菌
培养皿,培养皿
小时候,小时候
荷叶,荷叶
铺满,铺满
埋下,埋下
日积月累,日积月累
池塘,池塘
挤满,挤满
淘汰赛,淘汰赛
潜伏,潜伏
deedseek,deedseek
势力,势力
来势汹汹,来势汹汹
前浪,前浪
势头,势头
灭亡,灭亡
耗尽,耗尽
欣欣向荣,欣欣向荣
特像,特像
摇号,摇号
购房,购房
名额,名额
皮皮,皮皮
penn,penn
新版,新版
宝树,宝树
不儿,不儿
有救,有救
没饭,没饭
珠珠,珠珠
财大气粗,财大气粗
乐见,乐见
松动,松动
good,good
起名儿,起名儿
hhh,hhh
观察者,观察者
大名鼎鼎,大名鼎鼎
亿干,亿干
得事,得事
场子,场子
皱眉,皱眉
硬盘,硬盘
发出,发出
司寇,司寇
玹棠,玹棠
ub,ub
吴斌,吴斌
珠三角,珠三角
长三角,长三角
最快,最快
稀宇,稀宇
极智,极智
秘塔,秘塔
网络科技,网络科技
ansy,ansy
友情,友情
压在,压在
泡泡,泡泡
reasoner,reasoner
